"URI","rdf-schema#label","runtime","album_label","album","artist_label","artist","composer_label","composer","genre_label","genre","language_label","language","previousWork_label","previousWork","producer_label","producer","recordDate","recordLabel_label","recordLabel","recordedIn_label","recordedIn","releaseDate","runtime","subsequentWork_label","subsequentWork","title","trackNumber","type_label","type","writer_label","writer"
"http://dbpedia.org/resource/(Everybody's_Waitin'_for)_The_Man_with_the_Bag","(Everybody's Waitin' for) The Man with the Bag","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(Everybody's Waitin' for) The Man with the Bag","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend","(Ghost) Riders in the Sky: A Cowboy Legend","NULL","NULL","NULL","NULL","NULL","Stan Jones (songwriter)","http://dbpedia.org/resource/Stan_Jones_(songwriter)","{Country music|Western music (North America)}","{http://dbpedia.org/resource/Country_music|http://dbpedia.org/resource/Western_music_(North_America)}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1948-06-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(I'd_Like_to_Get_You_on_a)_Slow_Boat_to_China","(I'd Like to Get You on a) Slow Boat to China","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(I'd Love to Get You on a) Slow Boat to China","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(I'll_Be_with_You)_In_Apple_Blossom_Time","(I'll Be with You) In Apple Blossom Time","NULL","NULL","NULL","NULL","NULL","Albert Von Tilzer","http://dbpedia.org/resource/Albert_Von_Tilzer","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(I'll Be With You) In Apple Blossom Time","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(I'm_Not_Your)_Steppin'_Stone","(I'm Not Your) Steppin' Stone","NULL","Midnight Ride (album)","http://dbpedia.org/resource/Midnight_Ride_(album)","{The Monkees|Paul Revere & the Raiders}","{http://dbpedia.org/resource/The_Monkees|http://dbpedia.org/resource/Paul_Revere_&_the_Raiders}","NULL","NULL","{Rock music|Garage rock}","{http://dbpedia.org/resource/Rock_music|http://dbpedia.org/resource/Garage_rock}","NULL","NULL","NULL","NULL","{Boyce and Hart|Terry Melcher}","{http://dbpedia.org/resource/Boyce_and_Hart|http://dbpedia.org/resource/Terry_Melcher}","1966-07-26","NULL","NULL","{Hollywood|Western_Recorders}","{http://dbpedia.org/resource/Hollywood|http://dbpedia.org/resource/Western_Recorders}","1966-11-12","NULL","NULL","NULL","NULL","NULL","I'm a Believer","http://dbpedia.org/resource/I'm_a_Believer","Boyce and Hart","http://dbpedia.org/resource/Boyce_and_Hart"
"http://dbpedia.org/resource/(I_Can't_Make_It)_Another_Day","(I Can't Make It) Another Day","{3.9166666666666665|4.05}","Michael (album)","http://dbpedia.org/resource/Michael_(album)","Michael Jackson","http://dbpedia.org/resource/Michael_Jackson","NULL","NULL","{Contemporary R&B|Industrial rock|Pop rock|Funk rock}","{http://dbpedia.org/resource/Contemporary_R&B|http://dbpedia.org/resource/Industrial_rock|http://dbpedia.org/resource/Pop_rock|http://dbpedia.org/resource/Funk_rock}","NULL","NULL","Breaking News (Michael Jackson song)","http://dbpedia.org/resource/Breaking_News_(Michael_Jackson_song)","Lenny Kravitz","http://dbpedia.org/resource/Lenny_Kravitz","NULL","Epic Records","http://dbpedia.org/resource/Epic_Records","NULL","NULL","2010-12-10","{235.0|243.0}","Behind the Mask (Michael Jackson song)","http://dbpedia.org/resource/Behind_the_Mask_(Michael_Jackson_song)","NULL","8","Song","http://dbpedia.org/resource/Song","Lenny Kravitz","http://dbpedia.org/resource/Lenny_Kravitz"
"http://dbpedia.org/resource/(I_Love_You)_For_Sentimental_Reasons","(I Love You) For Sentimental Reasons","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(I Love You) for Sentimental Reasons","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(If_Loving_You_Is_Wrong)_I_Don't_Want_to_Be_Right__If_Loving_You_Is_Wrong_I_Don't_Want_to_Be_Right__1","NULL","NULL","Caught Up (Millie Jackson album)","http://dbpedia.org/resource/Caught_Up_(Millie_Jackson_album)","Millie Jackson","http://dbpedia.org/resource/Millie_Jackson","NULL","NULL","Soul music","http://dbpedia.org/resource/Soul_music","NULL","NULL","NULL","NULL","Brad Shapiro","http://dbpedia.org/resource/Brad_Shapiro","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(If_You_Can't_Sing_It)_You'll_Have_to_Swing_It_(Mr._Paganini)","(If You Can't Sing It) You'll Have to Swing It (Mr. Paganini)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Jazz","http://dbpedia.org/resource/Jazz","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(If You Can't Sing It) You'll Have to Swing It (Mr. Paganini)","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(Love_Is)_The_Tender_Trap","(Love Is) The Tender Trap","NULL","The Tender Trap (film)","http://dbpedia.org/resource/The_Tender_Trap_(film)","{Frank Sinatra|Debbie Reynolds}","{http://dbpedia.org/resource/Frank_Sinatra|http://dbpedia.org/resource/Debbie_Reynolds}","Jimmy Van Heusen","http://dbpedia.org/resource/Jimmy_Van_Heusen","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sammy Cahn","http://dbpedia.org/resource/Sammy_Cahn"
"http://dbpedia.org/resource/(Mama)_He_Treats_Your_Daughter_Mean","(Mama) He Treats Your Daughter Mean","NULL","NULL","NULL","Ruth Brown","http://dbpedia.org/resource/Ruth_Brown","NULL","NULL","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(Now_and_Then_There's)_A_Fool_Such_as_I__Now_and_Then_There's_A_Fool_Such_as_I__1","NULL","2.65","NULL","NULL","Elvis Presley","http://dbpedia.org/resource/Elvis_Presley","NULL","NULL","Rock and roll","http://dbpedia.org/resource/Rock_and_roll","NULL","NULL","NULL","NULL","NULL","NULL","1958-06-10","RCA Records","http://dbpedia.org/resource/RCA_Records","NULL","NULL","1959-03-10","159.0","NULL","NULL","NULL","NULL","I Need Your Love Tonight","http://dbpedia.org/resource/I_Need_Your_Love_Tonight","NULL","NULL"
"http://dbpedia.org/resource/(Our_Love)_Don't_Throw_it_All_Away__Our_Love_Don't_Throw_It_All_Away__1","NULL","{4.266666666666667|4.033333333333333}","Bee Gees Greatest","http://dbpedia.org/resource/Bee_Gees_Greatest","Bee Gees","http://dbpedia.org/resource/Bee_Gees","NULL","NULL","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","NULL","NULL","NULL","NULL","{Bee Gees|Albhy Galuten}","{http://dbpedia.org/resource/Bee_Gees|http://dbpedia.org/resource/Albhy_Galuten}","NULL","RSO Records","http://dbpedia.org/resource/RSO_Records","{Criteria Studios|Miami|France|Le Château|Florida|Hérouville}","{http://dbpedia.org/resource/Criteria_Studios|http://dbpedia.org/resource/Miami|http://dbpedia.org/resource/France|http://dbpedia.org/resource/Le_Ch%C3%A2teau|http://dbpedia.org/resource/Florida|http://dbpedia.org/resource/H%C3%A9rouville}","NULL","{256.0|242.0}","NULL","NULL","NULL","NULL","NULL","NULL","{Barry Gibb|Blue Weaver}","{http://dbpedia.org/resource/Barry_Gibb|http://dbpedia.org/resource/Blue_Weaver}"
"http://dbpedia.org/resource/(She's_So)_Selfish","(She's So) Selfish","4.5","Get the Knack","http://dbpedia.org/resource/Get_the_Knack","The Knack","http://dbpedia.org/resource/The_Knack","NULL","NULL","{New wave music|Punk rock|Power pop}","{http://dbpedia.org/resource/New_wave_music|http://dbpedia.org/resource/Punk_rock|http://dbpedia.org/resource/Power_pop}","NULL","NULL","NULL","NULL","Mike Chapman","http://dbpedia.org/resource/Mike_Chapman","NULL","Capitol Records","http://dbpedia.org/resource/Capitol_Records","NULL","NULL","1979-06-11","270.0","NULL","NULL","NULL","4","NULL","NULL","{Doug Fieger|Berton Averre}","{http://dbpedia.org/resource/Doug_Fieger|http://dbpedia.org/resource/Berton_Averre}"
"http://dbpedia.org/resource/(The_Same_Thing_Happens_with)_The_Birds_and_the_Bees","(The Same Thing Happens with) The Birds and the Bees","NULL","NULL","NULL","NULL","NULL","Harry Warren","http://dbpedia.org/resource/Harry_Warren","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(The Same Thing Happens with) The Birds and the Bees","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/(What's_So_Funny_'Bout)_Peace,_Love,_and_Understanding","(What's So Funny 'Bout) Peace Love and Understanding","3.566666666666667","The New Favourites of... Brinsley Schwarz","http://dbpedia.org/resource/The_New_Favourites_of..._Brinsley_Schwarz","Brinsley Schwarz","http://dbpedia.org/resource/Brinsley_Schwarz","NULL","NULL","Rock music","http://dbpedia.org/resource/Rock_music","NULL","NULL","NULL","NULL","Dave Edmunds","http://dbpedia.org/resource/Dave_Edmunds","NULL","United Artists","http://dbpedia.org/resource/United_Artists","NULL","NULL","NULL","214.0","NULL","NULL","NULL","1","NULL","NULL","Nick Lowe","http://dbpedia.org/resource/Nick_Lowe"
"http://dbpedia.org/resource/(What_Is)_Love%3F","(What Is) Love?","4.45","Love?","http://dbpedia.org/resource/Love%3F","Jennifer Lopez","http://dbpedia.org/resource/Jennifer_Lopez","NULL","NULL","Synthpop","http://dbpedia.org/resource/Synthpop","NULL","NULL","I'm Into You","http://dbpedia.org/resource/I'm_Into_You","NULL","NULL","NULL","Island Records","http://dbpedia.org/resource/Island_Records","Hollywood","http://dbpedia.org/resource/Hollywood","2011-04-22","267.0","Run the World","http://dbpedia.org/resource/Run_the_World","NULL","4","Promotional recording","http://dbpedia.org/resource/Promotional_recording","NULL","NULL"
"http://dbpedia.org/resource/(Where_Do_I_Begin%3F)_Love_Story","(Where Do I Begin?) Love Story","NULL","NULL","NULL","NULL","NULL","Francis Lai","http://dbpedia.org/resource/Francis_Lai","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(Where Do I Begin?) Love Story","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/1+1_(song)","1+1 (song)","4.533333333333333","4 (Beyoncé album)","http://dbpedia.org/resource/4_(Beyonc%C3%A9_album)","Beyoncé","http://dbpedia.org/resource/Beyonc%C3%A9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Beyoncé|Tricky Stewart|The-Dream}","{http://dbpedia.org/resource/Beyonc%C3%A9|http://dbpedia.org/resource/Tricky_Stewart|http://dbpedia.org/resource/The-Dream}","NULL","Columbia Records","http://dbpedia.org/resource/Columbia_Records","{Atlanta|Palms Casino Resort|Paradise Nevada}","{http://dbpedia.org/resource/Atlanta|http://dbpedia.org/resource/Palms_Casino_Resort|http://dbpedia.org/resource/Paradise,_Nevada}","2011-05-25","272.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","{Beyoncé|Tricky Stewart|The-Dream}","{http://dbpedia.org/resource/Beyonc%C3%A9|http://dbpedia.org/resource/Tricky_Stewart|http://dbpedia.org/resource/The-Dream}"
"http://dbpedia.org/resource/100%25_d'amour","100% d'amour","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","French language","http://dbpedia.org/resource/French_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/100%25_te_ljubam","100% te ljubam","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Macedonian language|English language}","{http://dbpedia.org/resource/Macedonian_language|http://dbpedia.org/resource/English_language}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Od nas zavisi","http://dbpedia.org/resource/Od_nas_zavisi","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/100_Years_Ago","100 Years Ago","3.9833333333333334","Goats Head Soup","http://dbpedia.org/resource/Goats_Head_Soup","The Rolling Stones","http://dbpedia.org/resource/The_Rolling_Stones","NULL","NULL","Rock music","http://dbpedia.org/resource/Rock_music","NULL","NULL","NULL","NULL","Jimmy Miller","http://dbpedia.org/resource/Jimmy_Miller","NULL","{Virgin Records|Rolling Stones Records}","{http://dbpedia.org/resource/Virgin_Records|http://dbpedia.org/resource/Rolling_Stones_Records}","NULL","NULL","1973-08-31","239.0","NULL","NULL","NULL","2","NULL","NULL","Richards","http://dbpedia.org/resource/Jagger/Richards"
"http://dbpedia.org/resource/10538_Overture__10538_Overture__1","NULL","4.733333333333333","Mr. Blue Sky: The Very Best of Electric Light Orchestra","http://dbpedia.org/resource/Mr._Blue_Sky:_The_Very_Best_of_Electric_Light_Orchestra","Electric Light Orchestra","http://dbpedia.org/resource/Electric_Light_Orchestra","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Jeff Lynne","http://dbpedia.org/resource/Jeff_Lynne","NULL","Frontiers Records","http://dbpedia.org/resource/Frontiers_Records","NULL","NULL","{2012-10-09|2012-10-08}","284.0","NULL","NULL","NULL","NULL","NULL","NULL","Jeff Lynne","http://dbpedia.org/resource/Jeff_Lynne"
"http://dbpedia.org/resource/10:15_Saturday_Night","10:15 Saturday Night","3.7","Three Imaginary Boys","http://dbpedia.org/resource/Three_Imaginary_Boys","The Cure","http://dbpedia.org/resource/The_Cure","NULL","NULL","{New wave music|Ska|Post-punk}","{http://dbpedia.org/resource/New_wave_music|http://dbpedia.org/resource/Ska|http://dbpedia.org/resource/Post-punk}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Fiction Records","http://dbpedia.org/resource/Fiction_Records","NULL","NULL","NULL","222.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/11_(song)","11 (song)","3.8333333333333335","Frame by Frame (album)","http://dbpedia.org/resource/Frame_by_Frame_(album)","Cassadee Pope","http://dbpedia.org/resource/Cassadee_Pope","NULL","NULL","Country music","http://dbpedia.org/resource/Country_music","NULL","NULL","NULL","NULL","Dann Huff","http://dbpedia.org/resource/Dann_Huff","NULL","Republic Nashville","http://dbpedia.org/resource/Republic_Nashville","NULL","NULL","2013-08-27","230.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","{Cassadee Pope|Nathan Chapman (record producer)}","{http://dbpedia.org/resource/Cassadee_Pope|http://dbpedia.org/resource/Nathan_Chapman_(record_producer)}"
"http://dbpedia.org/resource/12-Bar_Original","12-Bar Original","2.9","Anthology 2","http://dbpedia.org/resource/Anthology_2","The Beatles","http://dbpedia.org/resource/The_Beatles","NULL","NULL","Blues","http://dbpedia.org/resource/Blues","NULL","NULL","I'm Looking Through You","http://dbpedia.org/resource/I'm_Looking_Through_You","George Martin","http://dbpedia.org/resource/George_Martin","1965-11-04","Apple Records","http://dbpedia.org/resource/Apple_Records","NULL","NULL","1996-03-18","174.0","Tomorrow Never Knows","http://dbpedia.org/resource/Tomorrow_Never_Knows","NULL","16","NULL","NULL","{George Harrison|John Lennon|Ringo Starr|Paul McCartney}","{http://dbpedia.org/resource/George_Harrison|http://dbpedia.org/resource/John_Lennon|http://dbpedia.org/resource/Ringo_Starr|http://dbpedia.org/resource/Paul_McCartney}"
"http://dbpedia.org/resource/13th_August_(instrumental)","13th August (instrumental)","11.866666666666667","Overlook","http://dbpedia.org/resource/Overlook","FromUz","http://dbpedia.org/resource/FromUz","NULL","NULL","Progressive rock","http://dbpedia.org/resource/Progressive_rock","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2008-09-09","712.0","NULL","NULL","NULL","4","NULL","NULL","FromUz","http://dbpedia.org/resource/FromUz"
"http://dbpedia.org/resource/14_Years","14 Years","4.283333333333333","Use Your Illusion II","http://dbpedia.org/resource/Use_Your_Illusion_II","Guns N' Roses","http://dbpedia.org/resource/Guns_N'_Roses","NULL","NULL","{Heavy metal music|Blues rock|Hard rock}","{http://dbpedia.org/resource/Heavy_metal_music|http://dbpedia.org/resource/Blues_rock|http://dbpedia.org/resource/Hard_rock}","NULL","NULL","Civil War (song)","http://dbpedia.org/resource/Civil_War_(song)","{Mike Clink|Guns N' Roses}","{http://dbpedia.org/resource/Mike_Clink|http://dbpedia.org/resource/Guns_N'_Roses}","NULL","Geffen Records","http://dbpedia.org/resource/Geffen_Records","NULL","NULL","NULL","257.0","Yesterdays (Guns N' Roses song)","http://dbpedia.org/resource/Yesterdays_(Guns_N'_Roses_song)","NULL","2","NULL","NULL","{Izzy Stradlin|Axl Rose}","{http://dbpedia.org/resource/Izzy_Stradlin|http://dbpedia.org/resource/Axl_Rose}"
"http://dbpedia.org/resource/157_Riverside_Avenue","157 Riverside Avenue","3.95","REO Speedwagon (album)","http://dbpedia.org/resource/REO_Speedwagon_(album)","REO Speedwagon","http://dbpedia.org/resource/REO_Speedwagon","NULL","NULL","Blues rock","http://dbpedia.org/resource/Blues_rock","NULL","NULL","NULL","NULL","Paul Leka","http://dbpedia.org/resource/Paul_Leka","NULL","Epic Records","http://dbpedia.org/resource/Epic_Records","NULL","NULL","NULL","237.0","NULL","NULL","NULL","2","NULL","NULL","{REO Speedwagon|Gary Richrath|Terry Luttrell|Neal Doughty|Gregg_Philbin}","{http://dbpedia.org/resource/REO_Speedwagon|http://dbpedia.org/resource/Gary_Richrath|http://dbpedia.org/resource/Terry_Luttrell|http://dbpedia.org/resource/Neal_Doughty|http://dbpedia.org/resource/Gregg_Philbin}"
"http://dbpedia.org/resource/1762_leto","1762 leto","6.0","Biljana_platno_beleshe","http://dbpedia.org/resource/Biljana_platno_beleshe","Ansambl_Biljana","http://dbpedia.org/resource/Ansambl_Biljana","NULL","NULL","Music of the Republic of Macedonia","http://dbpedia.org/resource/Music_of_the_Republic_of_Macedonia","Macedonian language","http://dbpedia.org/resource/Macedonian_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","360.0","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/17_(Avril_Lavigne_song)","17 (Avril Lavigne song)","3.4","Avril Lavigne (album)","http://dbpedia.org/resource/Avril_Lavigne_(album)","Avril Lavigne","http://dbpedia.org/resource/Avril_Lavigne","NULL","NULL","{New wave music|Pop rock}","{http://dbpedia.org/resource/New_wave_music|http://dbpedia.org/resource/Pop_rock}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Epic Records","http://dbpedia.org/resource/Epic_Records","NULL","NULL","NULL","204.0","NULL","NULL","NULL","NULL","NULL","NULL","{Martin Johnson (musician)|Jacob Kasher}","{http://dbpedia.org/resource/Martin_Johnson_(musician)|http://dbpedia.org/resource/Jacob_Kasher}"
"http://dbpedia.org/resource/17_Days_(song)","17 Days (song)","3.9166666666666665","The B-Sides","http://dbpedia.org/resource/The_Hits/The_B-Sides","Prince (musician)","http://dbpedia.org/resource/Prince_(musician)","NULL","NULL","{Funk|Pop music|Contemporary R&B}","{http://dbpedia.org/resource/Funk|http://dbpedia.org/resource/Pop_music|http://dbpedia.org/resource/Contemporary_R&B}","NULL","NULL","NULL","NULL","Prince (musician)","http://dbpedia.org/resource/Prince_(musician)","NULL","Warner Bros. Records","http://dbpedia.org/resource/Warner_Bros._Records","NULL","NULL","{1984-05-16|1993-09-14}","235.0","How Come U Don't Call Me Anymore?","http://dbpedia.org/resource/How_Come_U_Don't_Call_Me_Anymore%3F","NULL","15","Song","http://dbpedia.org/resource/Song","{Lisa Coleman (musician)|Prince (musician)|Doctor Fink|Wendy Melvoin}","{http://dbpedia.org/resource/Lisa_Coleman_(musician)|http://dbpedia.org/resource/Prince_(musician)|http://dbpedia.org/resource/Doctor_Fink|http://dbpedia.org/resource/Wendy_Melvoin}"
